question_id,question,answer,job_role,question_type
172,"If x/5 = 10, what is the value of x? (A) 2 (B) 15 (C) 25 (D) 50",(D),Data Scientist,Aptitude
173,Calculate: 120 / (15 * 2) - 3. (A) 1 (B) 4 (C) 12 (D) 117,(A),Data Scientist,Aptitude
174,What is 0.05 as a percentage? (A) 0.5% (B) 5% (C) 50% (D) 0.005%,(B),Data Scientist,Aptitude
175,The sum of two numbers is 40 and their difference is 4. What is the ratio of the two numbers? (A) 11:9 (B) 11:10 (C) 10:9 (D) 22:9,(A),Data Scientist,Aptitude
176,A library has an average of 510 visitors on Sundays and 240 on other days. What is the average number of visitors per day in a month of 30 days beginning with a Sunday? (A) 285 (B) 290 (C) 300 (D) 295,(A),Data Scientist,Aptitude
177,"If 6 men and 8 boys can do a piece of work in 10 days while 26 men and 48 boys can do the same in 2 days, the time taken by 15 men and 20 boys in doing the same type of work will be: (A) 4 days (B) 5 days (C) 6 days (D) 7 days",(A),Data Scientist,Aptitude
178,The cost of carpeting a room 18 m long with a carpet 75 cm wide at $4.50 per metre is $810. The breadth of the room is: (A) 7 m (B) 7.5 m (C) 8 m (D) 8.5 m,(B),Data Scientist,Aptitude
179,A 4 cm cube is cut into 1 cm cubes. What is the percentage increase in the surface area after such cutting? (A) 4% (B) 300% (C) 75% (D) 400%,(B),Data Scientist,Aptitude
180,"A dishonest dealer professes to sell his goods at cost price, but he uses a weight of 960 g for the kg weight. Find his gain percent. (A) 4% (B) 4.16% (C) 3.5% (D) 4.5%",(B),Data Scientist,Aptitude
181,"In a certain code, 'BREAK' is written as '51342' and 'KITE' is written as '2796'. How is 'RIBB' written in that code? (A) 1755 (B) 1722 (C) 1822 (D) 1733",(A),Data Scientist,Aptitude
182,"Y is in the East of X which is in the North of Z. If P is in the South of Z, then in which direction of Y, is P? (A) North (B) South (C) South-East (D) South-West",(D),Data Scientist,Aptitude
183,"Find the missing character: F, 9, H, 13, K, 17, O, ?, T (A) 21 (B) 22 (C) 23 (D) 24",(B),Data Scientist,Aptitude
184,Cup : Lip :: Bird : ? (A) Bush (B) Grass (C) Forest (D) Beak,(D),Data Scientist,Aptitude
185,How many such pairs of letters are there in the word 'CHRONICLE' each of which has as many letters between them in the word as in the English alphabet? (A) One (B) Two (C) Three (D) Four,(C),Data Scientist,Aptitude
186,Her thinking leans _______ democracy. (A) with (B) towards (C) for (D) on,(B),Data Scientist,Aptitude
187,Find the correctly spelt word. (A) Puerile (B) Puerille (C) Puerriel (D) Purrile,(A),Data Scientist,Aptitude
188,Select the most suitable one-word substitute: 'A person who is fluent in two languages'. (A) Versatile (B) Bilingual (C) Expert (D) Linguist,(B),Data Scientist,Aptitude
189,There are _______ books on the shelf. (A) much (B) many (C) a lot (D) more,(B),Data Scientist,Aptitude
190,The meeting was _______ because the chairman was ill. (A) put off (B) put on (C) put out (D) put up,(A),Data Scientist,Aptitude
191,A man rows to a place 48 km distant and back in 14 hours. He finds that he can row 4 km with the stream in the same time as 3 km against the stream. The rate of the stream is: (A) 1 km/hr (B) 1.5 km/hr (C) 1.8 km/hr (D) 0.5 km/hr,(A),Data Scientist,Aptitude
192,"A tap can fill a cistern in 8 hours and another can empty it in 16 hours. If both are opened, the time (in hours) taken to fill the tank is: (A) 8 (B) 10 (C) 16 (D) 24",(C),Data Scientist,Aptitude
193,"The sum of the digits of a two-digit number is 8. If the digits are reversed, the new number is decreased by 54. Find the number. (A) 17 (B) 26 (C) 71 (D) 62",(C),Data Scientist,Aptitude
194,"The fourth proportional to 5, 8, 15 is: (A) 18 (B) 24 (C) 19 (D) 20",(B),Data Scientist,Aptitude
195,"The length of a train and that of a platform are equal. If with a speed of 90 km/hr the train crosses the platform in one minute, then the length of the train (in meters) is: (A) 500 (B) 600 (C) 750 (D) 900",(C),Data Scientist,Aptitude
196,What is the probability of getting a doublet when two dice are thrown? (A) 1/6 (B) 1/3 (C) 2/3 (D) 1/4,(A),Data Scientist,Aptitude
197,"Find the next term in the series: 1, 2, 4, 7, 11, 16, ? (A) 20 (B) 21 (C) 22 (D) 23",(C),Data Scientist,Aptitude
198,"If 'air' is called 'green', 'green' is called 'blue', 'blue' is called 'sky', 'sky' is called 'yellow', and 'yellow' is called 'water', what is the color of the clear sky? (A) blue (B) sky (C) yellow (D) water",(B),Data Scientist,Aptitude
199,"A, B, C, D, and E are five friends. A is shorter than B but taller than E. C is the tallest. D is shorter than B and taller than A. Who is the second tallest? (A) A (B) B (C) D (D) E",(B),Data Scientist,Aptitude
200,"In a certain code, '253' means 'books are old'; '546' means 'man is old'; '378' means 'buy good books'. What stands for 'are' in that code? (A) 2 (B) 3 (C) 5 (D) 6",(A),Data Scientist,Aptitude
201,"**Data Set:** A line graph shows the profit (in millions) of Company A and B. For Company A (2020-2024): 30, 40, 35, 50, 45. For Company B (2020-2024): 35, 30, 45, 40, 55. --- In which year was the absolute difference between the profits of the two companies the minimum? (A) 2020 (B) 2021 (C) 2022 (D) 2023",(A),Data Scientist,Aptitude
202,**Using the same data set:** What was the average profit of Company A over the five years? (A) 38 million (B) 40 million (C) 41 million (D) 42 million,(B),Data Scientist,Aptitude
203,**Using the same data set:** What was the percentage increase in the profit of Company B from 2021 to 2022? (A) 33.33% (B) 40% (C) 50% (D) 60%,(C),Data Scientist,Aptitude
204,**Using the same data set:** What was the total profit earned by both companies together in the year 2024? (A) 90 million (B) 95 million (C) 100 million (D) 105 million,(C),Data Scientist,Aptitude
205,**Using the same data set:** In how many of the given years were the profits of Company B more than the profits of Company A? (A) 1 (B) 2 (C) 3 (D) 4,(C),Data Scientist,Aptitude
206,In how many different ways can the letters of the word 'MATHEMATICS' be arranged so that the vowels always come together? (A) 10080 (B) 120960 (C) 4989600 (D) 122500,(B),Data Scientist,Aptitude
207,Two dice are tossed. The probability that the total score is a prime number is: (A) 1/6 (B) 5/12 (C) 1/2 (D) 7/9,(B),Data Scientist,Aptitude
208,"A boat running downstream covers a distance of 16 km in 2 hours while for covering the same distance upstream, it takes 4 hours. What is the speed of the boat in still water? (A) 4 km/hr (B) 6 km/hr (C) 8 km/hr (D) Data inadequate",(B),Data Scientist,Aptitude
209,A train 150 m long is running with a speed of 68 kmph. In what time will it pass a man who is running at 8 kmph in the same direction in which the train is going? (A) 8 seconds (B) 9 seconds (C) 10 seconds (D) 12 seconds,(B),Data Scientist,Aptitude
210,"A sum of Rs. 12,500 amounts to Rs. 15,500 in 4 years at the rate of simple interest. What is the rate of interest? (A) 3% (B) 4% (C) 5% (D) 6%",(D),Data Scientist,Aptitude
211,Six friends are sitting in a circle facing the center. Deepa is between Prakash and Pankaj. Priti is between Mukesh and Lalit. Prakash and Mukesh are opposite to each other. Who is sitting to the right of Priti? (A) Mukesh (B) Lalit (C) Prakash (D) Deepa,(A),Data Scientist,Aptitude
212,Analogy: Pasteur : Pasteurization :: ? : ? (A) Fleming : Penicillin (B) Curie : Radium (C) Edison : Phonograph (D) Bell : Telephone,(A),Data Scientist,Aptitude
213,Find the odd one out. (A) Circle (B) Square (C) Triangle (D) Cube,(D),Data Scientist,Aptitude
214,"A man is facing north-west. He turns 90° in the clockwise direction, then 180° in the anti-clockwise direction and then another 90° in the same direction. Which direction is he facing now? (A) South (B) South-west (C) West (D) South-east",(D),Data Scientist,Aptitude
215,Statements: All metals are silver. All silver is diamond. Some diamonds are gold. Conclusions: I. All metals are diamonds. II. Some gold is silver. (A) Only I follows (B) Only II follows (C) Both follow (D) Neither follows,(A),Data Scientist,Aptitude
216,"Arrange the following sentences (P, Q, R, S) to make a coherent paragraph: P: However, the real challenge lies in its implementation. Q: The new education policy is a step in the right direction. R: It aims to bring about revolutionary changes in the education system. S: It requires a concerted effort from all stakeholders.(A) QRPS (B) QSRP (C) PQRS (D) QRSP",(A),Data Scientist,Aptitude
217,One-word substitute: 'A place where birds are kept'. (A) Aquarium (B) Apiary (C) Aviary (D) Zoo,(C),Data Scientist,Aptitude
218,Analogy: Elated : Despondent :: Enlightened : ? (A) Aware (B) Ignorant (C) Miserable (D) Tolerant,(B),Data Scientist,Aptitude
219,Identify the part of the sentence with an error: 'Neither of the two candidates (A) / were given (B) / a scholarship (C). / No error (D)',(B),Data Scientist,Aptitude
220,Choose the best synonym for 'INCESSANT'. (A) Intermittent (B) Constant (C) Brief (D) Irregular,(B),Data Scientist,Aptitude
221,Find the square root of 529. (A) 21 (B) 23 (C) 27 (D) 29,(B),Data Scientist,Aptitude
222,"If 3x - 6 = 15, what is the value of x? (A) 3 (B) 5 (C) 7 (D) 9",(C),Data Scientist,Aptitude
223,"The ratio of two numbers is 3:4 and their sum is 63. Find the numbers. (A) 21, 42 (B) 27, 36 (C) 30, 33 (D) 24, 39",(B),Data Scientist,Aptitude
224,What is 25% of 25% of 1000? (A) 50 (B) 62.5 (C) 75 (D) 100,(B),Data Scientist,Aptitude
225,Evaluate: (1.5)³ = ? (A) 2.25 (B) 3.375 (C) 4.5 (D) 3.275,(B),Data Scientist,Aptitude
226,There are 8 teams in a tournament. Each team must play every other team exactly once. What is the total number of matches that will be played? (A) 28 (B) 36 (C) 56 (D) 64,(A),Data Scientist,Aptitude
227,"A father's age is three more than three times his son's age. Three years hence, the father's age will be ten more than twice the son's age. Find the father's present age. (A) 30 (B) 33 (C) 36 (D) 40",(B),Data Scientist,Aptitude
228,"A box contains 90 discs which are numbered from 1 to 90. If one disc is drawn at random from the box, the probability that it bears a perfect square number is: (A) 1/10 (B) 1/9 (C) 1/11 (D) 1/90",(A),Data Scientist,Aptitude
229,"A motorboat, whose speed in 15 km/hr in still water goes 30 km downstream and comes back in a total of 4 hours 30 minutes. The speed of the stream (in km/hr) is: (A) 4 (B) 5 (C) 6 (D) 10",(B),Data Scientist,Aptitude
230,How much time will it take for an amount of Rs. 450 to yield Rs. 81 as interest at 4.5% per annum of simple interest? (A) 3.5 years (B) 4 years (C) 4.5 years (D) 5 years,(B),Data Scientist,Aptitude
231,"Find the missing number in the series: 12, 15, 19, 24, 30, ? (A) 35 (B) 36 (C) 37 (D) 38",(D),Data Scientist,Aptitude
232,"If 'CLOUD' is coded as 59432 and 'RAIN' is 1678, how is 'AROUND' coded? (A) 614832 (B) 614382 (C) 641382 (D) 461382",(B),Data Scientist,Aptitude
233,Which word does NOT belong with the others? (A) Index (B) Chapter (C) Book (D) Glossary,(C),Data Scientist,Aptitude
234,"A tourist drives 10 km towards West and turns to the left and takes a drive of another 4 km. He then drives towards East another 4 km and then turns to his right and drives 5 km. Afterwards, he turns to his left and travels 6 km. In which direction is he from the starting point? (A) North (B) East (C) West (D) South",(D),Data Scientist,Aptitude
235,Statements: All artists are whimsical. Some artists are drug addicts. Frustrated people are often drug addicts. Conclusion: I. Some artists are frustrated. II. Some whimsical people are drug addicts. (A) Only I follows (B) Only II follows (C) Both follow (D) Neither follows,(B),Data Scientist,Aptitude
236,Choose the best antonym for 'MALICIOUS'. (A) Malevolent (B) Spiteful (C) Benevolent (D) Vicious,(C),Data Scientist,Aptitude
237,"Complete the sentence: Despite his _______, his business failed. (A) investments (B) acumen (C) losses (D) strategy",(B),Data Scientist,Aptitude
238,One-word substitute: 'A person who can endure pain or hardship without showing their feelings or complaining.' (A) Ascetic (B) Stoic (C) Resilient (D) Tolerant,(B),Data Scientist,Aptitude
239,The phrase 'to let the cat out of the bag' means: (A) To free an animal (B) To make a mistake (C) To reveal a secret accidentally (D) To finish a task,(C),Data Scientist,Aptitude
240,Find the correctly spelt word. (A) Seperate (B) Separate (C) Seperete (D) Saperate,(B),Data Scientist,Aptitude
241,"If a quarter kg of potato costs 60 paise, how many paise will 200 gm cost? (A) 48 paise (B) 52 paise (C) 56 paise (D) 72 paise",(A),Data Scientist,Aptitude
242,"My brother is 3 years elder to me. My father was 28 years of age when my sister was born while my mother was 26 years of age when I was born. If my sister was 4 years of age when my brother was born, then what was the age of my father when my brother was born? (A) 32 years (B) 34 years (C) 35 years (D) 30 years",(A),Data Scientist,Aptitude
243,"A is 3 years older than B and 3 years younger than C, while B and D are twins. How many years older is C than D? (A) 2 (B) 3 (C) 6 (D) 9",(C),Data Scientist,Aptitude
244,What is the angle between the two hands of a clock when the time shown by the clock is 6.30 p.m.? (A) 0° (B) 5° (C) 10° (D) 15°,(D),Data Scientist,Aptitude
245,A person crosses a 600 m long street in 5 minutes. What is his speed in km per hour? (A) 3.6 (B) 7.2 (C) 8.4 (D) 10,(B),Data Scientist,Aptitude
246,The price of 10 chairs is equal to that of 4 tables. The price of 15 chairs and 2 tables together is Rs. 4000. The total price of 12 chairs and 3 tables is: (A) Rs. 3500 (B) Rs. 3750 (C) Rs. 3840 (D) Rs. 3900,(D),Data Scientist,Aptitude
247,"A works twice as fast as B. If B can complete a work in 12 days independently, the number of days in which A and B can together finish the work is: (A) 4 days (B) 6 days (C) 8 days (D) 18 days",(A),Data Scientist,Aptitude
248,"A hall is 15 m long and 12 m broad. If the sum of the areas of the floor and the ceiling is equal to the sum of the areas of the four walls, the volume of the hall is: (A) 720 m³ (B) 900 m³ (C) 1200 m³ (D) 1800 m³",(C),Data Scientist,Aptitude
249,"If Log(x) + Log(y) = Log(x+y), then: (A) x=y (B) xy=1 (C) y=(x-1)/x (D) y=x/(x-1)",(D),Data Scientist,Aptitude
250,Three numbers are in the ratio of 3 : 4 : 5 and their L.C.M. is 2400. Their H.C.F. is: (A) 40 (B) 80 (C) 120 (D) 200,(A),Data Scientist,Aptitude
251,**Data Set:** Table shows employee distribution. | Dept | Male | Female | Total | |---|---|---|---| | HR | 20 | 30 | 50 | | IT | 80 | 40 | 120 | | Marketing| 25 | 25 | 50 | | Finance | 15 | 15 | 30 | --- What is the ratio of the total number of male employees to the total number of female employees in the company? (A) 14:11 (B) 11:14 (C) 1:1 (D) 3:2,(A),Data Scientist,Aptitude
252,**Using the same data set:** The number of female employees in the HR department is what percentage of the total employees in the IT department? (A) 20% (B) 25% (C) 30% (D) 40%,(B),Data Scientist,Aptitude
253,**Using the same data set:** Which department has the highest number of employees? (A) HR (B) IT (C) Marketing (D) Finance,(B),Data Scientist,Aptitude
254,**Using the same data set:** What percentage of the total company employees work in the Finance department? (A) 10% (B) 12% (C) 15% (D) 20%,(B),Data Scientist,Aptitude
255,"**Using the same data set:** If 10 new male employees join the Marketing department, what will be the new ratio of males in Marketing to females in HR? (A) 6:7 (B) 7:6 (C) 5:6 (D) 6:5",(B),Data Scientist,Aptitude
256,"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done? (A) 564 (B) 645 (C) 735 (D) 756",(D),Data Scientist,Aptitude
257,"A bag contains 2 red, 3 green and 2 blue balls. Two balls are drawn at random. What is the probability that none of the balls drawn is blue? (A) 10/21 (B) 11/21 (C) 2/7 (D) 5/7",(A),Data Scientist,Aptitude
258,"A can lay railway track between two given stations in 16 days and B can do the same job in 12 days. With help of C, they did the job in 4 days only. Then, C alone can do the job in: (A) 9 1/5 days (B) 9 2/5 days (C) 9 3/5 days (D) 10 days",(C),Data Scientist,Aptitude
259,The diagonal of a rectangle is √41 cm and its area is 20 sq. cm. The perimeter of the rectangle must be: (A) 9 cm (B) 18 cm (C) 20 cm (D) 41 cm,(B),Data Scientist,Aptitude
